"ObjectID","GlobalID","SampleDateTime","SampleLocationAccuracy","Gear","PointId","GearPointId","Sector","DissolvedOxygen_mgL","Conductivity_umhosCm","Salinity_ppt","TDS_mgL","pH","Turbidity_NTU","Temperature_F","Notes","CreationDate","Creator","EditDate","Editor","SecchiDepth_m","Precipitation","CloudCover","X","Y"
1213,"288c76eb-c3d5-462a-b78c-646d1e3538cc",2025-09-30 12:35:00,"4","eDNA_Offshore","P12","eDNA_OffshoreP12","2",7.49,777,0.36,477,8.78,6.21,82.5,NA,2025-09-30 18:32:37.97,"casey.kennedy_lmmp_selu",2025-09-30 18:32:37.97,"casey.kennedy_lmmp_selu",0.272,"No","50",-90.4755003634,30.2383861417114
1214,"ddfb0802-24c0-4087-a6f8-cc7452e0e63d",2025-09-30 12:50:00,"3","eDNA_Offshore","S15","eDNA_OffshoreS15","3",7.57,830,0.38,511,8.88,6.22,82.2,NA,2025-09-30 18:32:38.323,"casey.kennedy_lmmp_selu",2025-09-30 18:32:38.323,"casey.kennedy_lmmp_selu",0.271,"No","50",-90.4674336393013,30.2044028804613
1215,"27e50d1e-c1e9-4765-9547-2f3a6a051a0d",2025-09-30 13:01:00,"4","eDNA_Inshore","227IN","eDNA_Inshore227IN","3",7.09,856,0.4,534,8.44,4.52,80.9,NA,2025-09-30 18:32:38.909,"casey.kennedy_lmmp_selu",2025-09-30 18:32:38.909,"casey.kennedy_lmmp_selu",0.34,"No","50",-90.457694722768,30.1915381510571
1216,"b0b0d53a-6c13-4642-86d0-762f724a18c2",2025-09-30 13:20:00,"4","eDNA_Offshore","N19","eDNA_OffshoreN19","3",7.79,943,0.43,577,8.91,7.2,82.9,NA,2025-09-30 18:32:39.404,"casey.kennedy_lmmp_selu",2025-09-30 18:32:39.404,"casey.kennedy_lmmp_selu",0.216,"No","50",-90.5205354273606,30.1972605587116
1217,"f6036fb0-592b-4875-b8a5-7bbdb61ec886",2025-09-30 13:34:00,"4","eDNA_Inshore","279IN","eDNA_Inshore279IN","3",7.05,933,0.43,575,8.34,6.54,82.1,NA,2025-09-30 18:32:39.998,"casey.kennedy_lmmp_selu",2025-09-30 18:32:39.998,"casey.kennedy_lmmp_selu",0.22,"No","50",-90.5064226026034,30.1725371327981
1218,"6cfdd89e-06d1-4db7-bf8c-480f606484af",2025-09-30 13:54:00,"4","eDNA_Inshore","326IN","eDNA_Inshore326IN","4",7.32,1019,0.46,615,8.35,9.72,84.2,NA,2025-09-30 18:32:40.348,"casey.kennedy_lmmp_selu",2025-09-30 18:32:40.348,"casey.kennedy_lmmp_selu",0.175,"No","50",-90.5538967672625,30.1705772623139
1219,"9a6c8869-8eac-4262-9da5-3f2d2787517d",2025-09-30 14:13:00,"4","eDNA_Inshore","375IN","eDNA_Inshore375IN","4",7.81,902,0.39,529,8.64,7.55,87.2,NA,2025-09-30 18:32:40.686,"casey.kennedy_lmmp_selu",2025-09-30 18:32:40.686,"casey.kennedy_lmmp_selu",0.219,"No","75",-90.593076498714,30.1976796208624
1220,"32c07737-c8ea-493d-8827-b527968c08a1",2025-09-30 14:30:00,"6","eDNA_Offshore","J19","eDNA_OffshoreJ19","4",8.09,1036,0.46,618,9.03,6.48,85.5,NA,2025-09-30 18:32:41.043,"casey.kennedy_lmmp_selu",2025-09-30 18:32:41.043,"casey.kennedy_lmmp_selu",NA,"No","50",-90.5489352140331,30.2146023667232
1221,"058f6a53-30d0-439b-bb26-ffff8b3e8a99",2025-09-30 14:47:00,"4","eDNA_Inshore","420IN","eDNA_Inshore420IN","4",7.77,1108,0.49,658,8.82,4.55,86,NA,2025-09-30 18:32:41.502,"casey.kennedy_lmmp_selu",2025-09-30 18:32:41.502,"casey.kennedy_lmmp_selu",NA,"No","50",-90.5711928556327,30.2251406338374
1222,"047155f4-5782-4efc-a5a0-0adf0988afa3",2025-09-30 14:58:00,"2","eDNA_Offshore","G19","eDNA_OffshoreG19","4",7.35,1102,0.49,657,8.7,4.14,85.5,NA,2025-09-30 18:32:41.945,"casey.kennedy_lmmp_selu",2025-09-30 18:32:41.945,"casey.kennedy_lmmp_selu",NA,"No","25",-90.5705245659028,30.227399544904
1223,"31d67493-5eb2-4adc-ae70-95ec6a48ee3d",2025-10-02 11:56:00,"8","eDNA_Other",NA,"eDNA_Other",NA,1.76,392.8,0.18,248,6.68,8.32,79.7,"BL-H-C",2025-10-02 18:39:51.948,"casey.kennedy_lmmp_selu",2025-10-02 18:39:51.948,"casey.kennedy_lmmp_selu",NA,"No","0",-90.7896505734034,30.1067955748084
1224,"772af536-e3c4-4dd9-bcab-87e559509bc4",2025-10-02 12:19:00,"4","eDNA_Other",NA,"eDNA_Other",NA,1.56,424.1,0.2,268,6.87,10.84,71.1,"Bl40l",2025-10-02 18:39:52.706,"casey.kennedy_lmmp_selu",2025-10-02 18:39:52.706,"casey.kennedy_lmmp_selu",NA,"No","0",-90.789753894607,30.1067833830352
1225,"8b98e758-5e51-43ef-a69c-7e12b5b99358",2025-10-02 12:50:00,"4","eDNA_Other",NA,"eDNA_Other",NA,2.72,200.5,0.09,124,6.93,5.02,81.7,"Bl40r",2025-10-02 18:39:53.215,"casey.kennedy_lmmp_selu",2025-10-02 18:39:53.215,"casey.kennedy_lmmp_selu",NA,"No",NA,-90.7897504568669,30.1068512534806
1226,"43d3329e-559e-40d6-8144-5cd899917a6e",2025-10-02 15:18:00,"4","eDNA_Other",NA,"eDNA_Other",NA,5.08,360,0.16,218,7.27,5.42,83.7,"BL-30R",2025-10-02 18:39:53.799,"casey.kennedy_lmmp_selu",2025-10-02 18:39:53.799,"casey.kennedy_lmmp_selu",NA,"No","0",-90.73866714955,30.1018443452999
1227,"beec598c-416b-4b96-b7a8-59a7c5454618",2025-10-02 15:30:00,"4","eDNA_Other",NA,"eDNA_Other",NA,4.75,354.1,0.16,217,7.32,7.55,82.8,"Bl30c",2025-10-02 18:39:54.251,"casey.kennedy_lmmp_selu",2025-10-02 18:39:54.251,"casey.kennedy_lmmp_selu",NA,"No","0",-90.7390199756634,30.1022575830276
1228,"c2e8d0f2-6c3f-4fe9-9761-db53064e6b93",2025-10-02 15:53:00,"8","eDNA_Other",NA,"eDNA_Other",NA,4.8,354.4,0.16,217,7.03,6.08,83,"Bl30l",2025-10-02 18:39:54.672,"casey.kennedy_lmmp_selu",2025-10-02 18:39:54.672,"casey.kennedy_lmmp_selu",NA,"No","0",-90.7352087065446,30.1003739324088
1229,"2439a20f-a8e5-40b1-9978-c22bb950c904",2025-09-30 15:16:00,"3.7900924682617188","eDNA_Inshore","461IN","eDNA_Inshore461IN","5",7.7,636,0.28,377,8.41,10.32,86.1,NA,2025-10-06 16:47:35.148,"GeneralUser.lmmp",2025-10-06 16:47:35.148,"GeneralUser.lmmp",NA,"No","100",-90.58265259,30.26146123
1230,"d43b1f26-2a69-4168-8ab0-afc1387b489b",2025-09-30 15:31:00,"3.7900924682617188","eDNA_Offshore","G15","eDNA_OffshoreG15","5",9.27,1110,0.49,658,9.43,8.35,86.2,NA,2025-10-06 16:47:35.578,"GeneralUser.lmmp",2025-10-06 16:47:35.578,"GeneralUser.lmmp",NA,"No","75",-90.55324861,30.25587334
1231,"777d82ff-e39f-4ca4-a703-4a4f4ea4c8fd",2025-09-30 15:46:00,"3.7900924682617188","eDNA_Offshore","L12","eDNA_OffshoreL12","5",9.36,846,0.37,499,9.45,9.3,86.8,NA,2025-10-06 16:47:35.912,"GeneralUser.lmmp",2025-10-06 16:47:35.912,"GeneralUser.lmmp",NA,"No","50",-90.50495737,30.25612843
1232,"3bd831c1-59de-482c-8fb7-4a897c569b8d",2025-09-30 16:06:00,"3.7900924682617188","eDNA_Inshore","507IN","eDNA_Inshore507IN","6",7.83,861,0.38,513,8.52,6.85,85.6,NA,2025-10-06 16:47:36.203,"GeneralUser.lmmp",2025-10-06 16:47:36.203,"GeneralUser.lmmp",NA,"No","100",-90.55707138,30.29985329
1233,"63cf1a2d-f667-4532-bede-a9e1c6a3baac",2025-09-30 16:19:00,"3.7900924682617188","eDNA_Offshore","F9","eDNA_OffshoreF9","6",9.72,1164,0.5,670,9.47,12.8,86.4,NA,2025-10-06 16:47:36.523,"GeneralUser.lmmp",2025-10-06 16:47:36.523,"GeneralUser.lmmp",NA,"No","100",-90.53500022,30.30285994
1234,"6b98e914-8940-4706-8cf2-21933076dbde",2025-09-30 16:30:00,"3.7900924682617188","eDNA_Offshore","F7","eDNA_OffshoreF7","6",8.5,979,0.43,578,9,8.32,86.5,NA,2025-10-06 16:47:36.765,"GeneralUser.lmmp",2025-10-06 16:47:36.765,"GeneralUser.lmmp",NA,"No","100",-90.52572627,30.31684105
1235,"21f89cf6-e7e5-4479-b22a-e33efd48bba9",2025-09-30 16:39:00,"3.7900924682617188","eDNA_Inshore","553IN","eDNA_Inshore553IN","6",8.37,908,0.4,536,8.92,7.3,86.6,NA,2025-10-06 16:47:37.234,"GeneralUser.lmmp",2025-10-06 16:47:37.234,"GeneralUser.lmmp",NA,"No","100",-90.51888839,30.32364543
1236,"e9735d23-8671-4ffa-942a-6b362748135c",2025-09-30 16:58:00,"3.7900924682617188","eDNA_Inshore","48IN","eDNA_Inshore48IN","1",7.69,663,0.3,400,8.66,10.46,84,NA,2025-10-06 16:47:37.636,"GeneralUser.lmmp",2025-10-06 16:47:37.636,"GeneralUser.lmmp",NA,"No","100",-90.43360382,30.32267102
1237,"16937f4c-9aa3-4bab-a8e8-d96f8665e6dc",2025-09-30 17:08:00,"3.7900924682617188","eDNA_Offshore","O3","eDNA_OffshoreO3","1",8.53,1229,0.56,736,9.09,9.6,85,NA,2025-10-06 16:47:38.034,"GeneralUser.lmmp",2025-10-06 16:47:38.034,"GeneralUser.lmmp",NA,"No","100",-90.44467651,30.30693907
1238,"bb980321-89f1-46aa-a59a-9984df499946",2025-10-15 09:15:00,"8","GillnetInshore","523IN","GillnetInshore523IN","6",1.72,506,0.25,338,6.36,3.39,74.7,NA,2025-10-15 15:08:28.219,"GeneralUser.lmmp",2025-10-15 15:08:28.219,"GeneralUser.lmmp",NA,"No","0",-90.5397592481607,30.3042090953989
1239,"6a4dca43-6dff-465d-9e5b-521becb0a0fa",2025-10-15 09:40:00,"4","GillnetInshore","536IN","GillnetInshore536IN","6",2.82,765,0.38,505,6.38,6.26,75.6,NA,2025-10-15 15:08:28.868,"GeneralUser.lmmp",2025-10-15 15:08:28.868,"GeneralUser.lmmp",0.83,"No","0",-90.5322843834853,30.3129839364267
1240,"5d7a52a6-1288-4104-88fc-3f10a8f05860",2025-10-15 10:04:00,"4","GillnetInshore","577IN","GillnetInshore577IN","6",5.04,752,0.38,497,6.56,9.73,76.3,NA,2025-10-15 15:08:29.413,"GeneralUser.lmmp",2025-10-15 15:08:29.413,"GeneralUser.lmmp",0.58,"No","0",-90.4983957259884,30.3372533635163
1241,"58e5505f-dfb0-4f73-8b7a-43287ca096ca",2025-10-15 10:34:00,"3","GillnetInshore","87IN","GillnetInshore87IN","1",8.15,1152,0.58,757,7.37,6.85,76,NA,2025-10-15 15:08:29.965,"GeneralUser.lmmp",2025-10-15 15:08:29.965,"GeneralUser.lmmp",0.65,"No","0",-90.4295776480324,30.299062588671
1242,"700d6749-27e4-4031-8e7f-fffdcaa2dbec",2025-10-15 11:08:00,"4","GillnetInshore","90IN","GillnetInshore90IN","1",8.38,1140,0.57,745,7.78,6.95,76.8,NA,2025-10-15 15:08:30.534,"GeneralUser.lmmp",2025-10-15 15:08:30.534,"GeneralUser.lmmp",0.79,"No","0",-90.4266878538561,30.29762119229
1243,"0c63477e-5049-4fce-9216-99d009c87ebc",2025-10-15 11:37:00,"4","GillnetInshore","146IN","GillnetInshore146IN","1",6.93,1318,0.67,866,7.17,4.9,76.2,NA,2025-10-15 15:08:30.973,"GeneralUser.lmmp",2025-10-15 15:08:30.973,"GeneralUser.lmmp",0.62,"No","0",-90.4221711236687,30.2632041017486
1244,"204c13cf-bad3-454c-9627-eefb97c1e012",2025-10-15 12:08:00,"4","GillnetInshore","160IN","GillnetInshore160IN","2",7.19,1150,0.57,751,7.08,5.39,77.3,NA,2025-10-15 15:08:31.523,"GeneralUser.lmmp",2025-10-15 15:08:31.523,"GeneralUser.lmmp",0.65,"No","0",-90.4288510527822,30.250951231781
1245,"d39e4d93-1644-4b5d-a174-8bfe675ade08",2025-10-15 12:40:00,"4","GillnetInshore","184IN","GillnetInshore184IN","2",7.26,1133,0.56,732,7.43,5.83,77.6,NA,2025-10-15 15:08:38.079,"GeneralUser.lmmp",2025-10-15 15:08:38.079,"GeneralUser.lmmp",0.55,"No","0",-90.4336409858943,30.2269109362554
1246,"373505a1-53eb-451a-b47c-36af372fb6ba",2025-10-16 11:45:00,NA,"eDNA_Other",NA,"eDNA_Other",NA,1.21,693,0.35,472,7.04,6.87,72.7,"BR-20r",2025-10-16 12:31:30.236,"casey.kennedy_lmmp_selu",2025-10-16 12:31:30.236,"casey.kennedy_lmmp_selu",NA,"No","0",0,0
1247,"58285971-aae7-4049-b6f9-3a9535c84419",2025-10-16 12:05:00,NA,"eDNA_Other",NA,"eDNA_Other",NA,1.28,685,0.35,466,7.03,2.44,72.7,"BR-20c",2025-10-16 12:31:31.765,"casey.kennedy_lmmp_selu",2025-10-16 12:31:31.765,"casey.kennedy_lmmp_selu",NA,"No","0",0,0
1248,"8c1af838-c800-4aef-9aaa-c33b4892587b",2025-10-16 12:17:00,NA,"eDNA_Other",NA,"eDNA_Other",NA,1.21,693,0.35,472,7.04,6.87,72.7,"BL20L",2025-10-16 12:31:33.16,"casey.kennedy_lmmp_selu",2025-10-16 12:31:33.16,"casey.kennedy_lmmp_selu",NA,"No","0",0,0
1249,"dc9aee68-15b8-4cb5-a65b-e28c0c09ba96",2025-10-16 13:19:00,NA,"eDNA_Other",NA,"eDNA_Other",NA,1.43,680,0.34,457,6.78,1.97,74,"BR-10r",2025-10-16 17:59:12.221,"casey.kennedy_lmmp_selu",2025-10-16 17:59:12.221,"casey.kennedy_lmmp_selu",NA,"No","0",0,0
1250,"5e9dd222-d332-40c5-b819-34a5e42fcc05",2025-10-16 13:36:00,NA,"eDNA_Other",NA,"eDNA_Other",NA,1.73,691,0.34,458,6.8,2.02,75.2,"BR-10c",2025-10-16 17:59:12.875,"casey.kennedy_lmmp_selu",2025-10-16 17:59:12.875,"casey.kennedy_lmmp_selu",NA,"No","0",0,0
1251,"18a1d610-07e9-4ca5-9381-2a6d75f2ef5e",2025-10-16 13:52:00,NA,"eDNA_Other",NA,"eDNA_Other",NA,1.09,677,0.34,451,6.47,2.62,74.8,"BL10L",2025-10-16 17:59:13.492,"casey.kennedy_lmmp_selu",2025-10-16 17:59:13.492,"casey.kennedy_lmmp_selu",NA,"No","0",0,0
1252,"15df3691-e426-4118-a5f0-2bffb555c957",2025-10-16 14:44:00,"403.76973075539155","eDNA_Other",NA,"eDNA_Other",NA,3.08,713,0.33,449,7.38,957.03,80.1,"BR-00r",2025-10-16 17:59:14.208,"casey.kennedy_lmmp_selu",2025-10-16 17:59:14.208,"casey.kennedy_lmmp_selu",NA,"No","0",-90.5939132689523,30.211420440844
1253,"cb8dbcc2-c447-483c-b6cc-54c79cb9d885",2025-10-16 15:01:00,"188.25541514324053","eDNA_Other",NA,"eDNA_Other",NA,759.8,649,0.3,405,7.39,5.21,80.9,"BR-00c",2025-10-16 17:59:14.823,"casey.kennedy_lmmp_selu",2025-10-16 17:59:14.823,"casey.kennedy_lmmp_selu",NA,"No","0",-90.5939132689523,30.211420440844
1254,"038c3a5a-2d9a-43ac-8d0b-4da2f416730f",2025-10-16 15:12:00,"185.34274201631442",NA,NA,NA,NA,759.8,649,0.3,405,7.39,5.21,80.9,"BR-00L",2025-10-16 17:59:15.318,"casey.kennedy_lmmp_selu",2025-10-16 17:59:15.318,"casey.kennedy_lmmp_selu",NA,"No","0",-90.5939132689523,30.211420440844
1255,"1871da90-f659-40e0-8913-6598f9eb50e5",2025-10-28 10:29:00,"6.122448921203613","GillnetInshore","234IN","GillnetInshore234IN","3",7,1063,0.54,711,7.65,8.96,74.3,NA,2025-10-28 14:49:51.068,"GeneralUser.lmmp",2025-10-28 14:49:51.068,"GeneralUser.lmmp",NA,"No","0",-90.4645776282996,30.1880835928023
1256,"b500b847-659d-4bf4-9940-8ac47f15277c",2025-10-28 10:52:00,"1.5306122303009033","GillnetInshore","238IN","GillnetInshore238IN","3",7.29,1054,0.54,704,7.78,8.39,74.4,NA,2025-10-28 14:49:52.601,"GeneralUser.lmmp",2025-10-28 14:49:52.601,"GeneralUser.lmmp",NA,"No","0",-90.4679619055241,30.1857884181663
1257,"02037ae3-e345-4604-a47b-ed10608d6d4a",2025-10-28 11:25:00,"1.5306122303009033","GillnetInshore","304IN","GillnetInshore304IN","3",6.28,1213,0.63,820,7.08,14.76,73.3,NA,2025-10-28 14:49:53.81,"GeneralUser.lmmp",2025-10-28 14:49:53.81,"GeneralUser.lmmp",NA,"No","0",-90.5319124739617,30.1709234900773
1258,"1fa943b2-c383-4ad9-84cf-8b1b67c6a68d",2025-10-28 11:53:00,"1.5306122303009033","GillnetInshore","385IN","GillnetInshore385IN","4",7.77,1455,0.76,978,7.18,11.39,73.9,NA,2025-10-28 14:49:55.045,"GeneralUser.lmmp",2025-10-28 14:49:55.045,"GeneralUser.lmmp",NA,"No","0",-90.594437867403,30.2067489596084
1259,"2d8cef15-3abd-4d30-8669-bd5480a6cf4d",2025-10-28 12:24:00,"1.5306122303009033","GillnetInshore","405IN","GillnetInshore405IN","4",6.36,979,0.5,656,6.77,12.03,74.4,NA,2025-10-28 14:49:56.127,"GeneralUser.lmmp",2025-10-28 14:49:56.127,"GeneralUser.lmmp",NA,"No","0",-90.5759059824049,30.2119793090969
1260,"10894d6b-89fd-4d79-81a7-026736a980e4",2025-10-28 12:46:00,"1.5306122303009033","GillnetInshore","434IN","GillnetInshore434IN","4",8.07,1697,0.88,1130,8,22.7,74.5,NA,2025-10-28 14:49:57.297,"GeneralUser.lmmp",2025-10-28 14:49:57.297,"GeneralUser.lmmp",NA,"No","0",-90.5777542758733,30.2361164661124
1261,"cd371dba-1fad-4345-9022-a6269bb39435",2025-10-28 13:17:00,"1.5306122303009033","GillnetInshore","459IN","GillnetInshore459IN","5",8.36,1716,0.88,1136,8.21,21.5,75.3,NA,2025-10-28 14:49:58.617,"GeneralUser.lmmp",2025-10-28 14:49:58.617,"GeneralUser.lmmp",NA,"No","0",-90.5816597398371,30.2596677700058
1262,"3bae1a6a-9084-4066-b78c-8da6c84b56f2",2025-10-28 13:47:00,"2.040816307067871","GillnetInshore","474IN","GillnetInshore474IN","5",8.42,1732,0.89,1142,7.92,22.63,75.6,NA,2025-10-28 14:49:59.846,"GeneralUser.lmmp",2025-10-28 14:49:59.846,"GeneralUser.lmmp",NA,"No","0",-90.5774119589478,30.2734396979213
1263,"a39bb5c8-2ec0-4451-93e9-6bb316ecce50",2025-11-03 10:22:00,"6.63265323638916","Electrofishing","72ESH","Electrofishing72ESH","4",7.97,732,0.43,565,7.52,84.58,61.8,NA,2025-11-03 16:28:08.203,"GeneralUser.lmmp",2025-11-03 16:28:08.203,"GeneralUser.lmmp",NA,"No","0",-90.569642521441,30.1736445073038
1264,"3ead6d32-b833-4aa3-acc6-0e71721403e1",2025-11-03 11:13:00,"7.142857074737549","Electrofishing","73ESH","Electrofishing73ESH","4",8.61,752,0.43,565,7.68,52.68,64.3,NA,2025-11-03 16:28:08.773,"GeneralUser.lmmp",2025-11-03 16:28:08.773,"GeneralUser.lmmp",NA,"No","0",-90.5739358998835,30.175555832684
1265,"0189bb12-7a75-4c85-8b17-44278d860e19",2025-11-03 11:58:00,"1.5306122303009033","Electrofishing","80ESH","Electrofishing80ESH","4",8.23,629,0.35,464,7.54,15.02,65.8,NA,2025-11-03 16:28:09.242,"GeneralUser.lmmp",2025-11-03 16:28:09.242,"GeneralUser.lmmp",NA,"No","0",-90.5939825624228,30.2004057867453
1266,"ada9d963-99bf-467e-88f0-71d08a50edc8",2025-11-03 12:47:00,"1.5306122303009033","Electrofishing","84ESH","Electrofishing84ESH","4",5.34,527,0.29,383,6.73,11.54,67,NA,2025-11-03 16:28:09.949,"GeneralUser.lmmp",2025-11-03 16:28:09.949,"GeneralUser.lmmp",1,"No","0",-90.5856719054282,30.2090047812089
1267,"5ab7d402-e92f-46fd-b5f1-0d1ce33fe7de",2025-11-03 13:32:00,"1.5306122303009033","Electrofishing","85ESH","Electrofishing85ESH","4",8.4,588,0.32,422,7.42,22.8,68,NA,2025-11-03 16:28:10.435,"GeneralUser.lmmp",2025-11-03 16:28:10.435,"GeneralUser.lmmp",NA,"No","0",-90.5813354440033,30.2106281463057
1268,"5c850cbe-745f-4969-9f59-9576a6dc4f96",2025-11-04 10:00:00,"7.142857074737549","Electrofishing","58ESH","Electrofishing58ESH","3",8.4,1158,0.67,871,7.35,22.89,64.2,NA,2025-11-04 15:38:29.219,"GeneralUser.lmmp",2025-11-04 15:38:29.219,"GeneralUser.lmmp",NA,"No","0",-90.5015398934484,30.1727534271777
1269,"5c599257-27fa-4318-aa9a-6ed9f60fddc2",2025-11-04 10:48:00,"1.5306122303009033","Electrofishing","59ESH","Electrofishing59ESH","3",8.53,1135,0.65,848,7.42,42.16,64.7,NA,2025-11-04 15:38:30.583,"GeneralUser.lmmp",2025-11-04 15:38:30.583,"GeneralUser.lmmp",NA,"No","0",-90.5059926118702,30.1711526932195
1270,"15c03d39-f621-4980-adca-7b2e025bda3b",2025-11-04 11:24:00,"1.5306122303009033","Electrofishing","61ESH","Electrofishing61ESH","3",8.45,1136,0.66,850,7.63,29.13,64.7,NA,2025-11-04 15:38:30.995,"GeneralUser.lmmp",2025-11-04 15:38:30.995,"GeneralUser.lmmp",NA,"No","0",-90.51607998088,30.1725432509556
1271,"6de91334-7619-4c9f-8711-3fb5374e7ebf",2025-11-04 12:22:00,"1.5306122303009033","Electrofishing","64ESH","Electrofishing64ESH","3",8.9,1077,0.61,793,7.77,24.02,66,NA,2025-11-04 15:38:31.314,"GeneralUser.lmmp",2025-11-04 15:38:31.314,"GeneralUser.lmmp",0.25,"No","0",-90.530208516866,30.1714682718739
1272,"358d1c6f-e3e3-4366-aa4d-35a25a0f268e",2025-11-04 13:04:00,"1.5306122303009033","Electrofishing","67ESH","Electrofishing67ESH","3",8.9,998,0.56,732,7.82,22.95,66.3,NA,2025-11-04 15:38:32.444,"GeneralUser.lmmp",2025-11-04 15:38:32.444,"GeneralUser.lmmp",0.46,"No","0",-90.5451313219965,30.1701339147985
1273,"a7a098a1-eeb7-4d6b-824e-12e5de339a15",2025-11-05 13:54:00,"7.653061389923096","Electrofishing","35ESH","Electrofishing35ESH","2",9.59,1257,0.71,927,8.16,10.78,66.9,NA,2025-11-05 16:08:54.012,"GeneralUser.lmmp",2025-11-05 16:08:54.012,"GeneralUser.lmmp",NA,"No","0",-90.4291467368603,30.2427724516019
1274,"16d576b1-06f5-40c1-8f98-3b37854f0e06",2025-11-07 09:09:00,"6.63265323638916","CrabTrap","O20","CrabTrapO20","3",8.55,909,0.5,661,8.03,6.36,66.8,NA,2025-11-07 14:29:08.16,"GeneralUser.lmmp",2025-11-07 14:29:08.16,"GeneralUser.lmmp",0.74,"No","50",-90.5178139451891,30.1853291736916
1275,"af3e4b54-afff-43b1-8d68-74822e8b8e67",2025-11-07 09:20:00,"6.63265323638916","CrabTrap","M19","CrabTrapM19","3",9.4,1039,0.57,749,8.21,6.56,67.4,NA,2025-11-07 14:29:08.664,"GeneralUser.lmmp",2025-11-07 14:29:08.664,"GeneralUser.lmmp",0.82,"No","100",-90.527586909011,30.2013785904273
1276,"96c4ab58-ff52-4adc-8772-385abd835484",2025-11-07 09:31:00,"6.122448921203613","CrabTrap","M17","CrabTrapM17","3",9.64,1339,0.74,958,8.4,6.91,68.5,NA,2025-11-07 14:29:09.203,"GeneralUser.lmmp",2025-11-07 14:29:09.203,"GeneralUser.lmmp",0.92,"No","100",-90.5191939417273,30.2157450886443
1277,"ec304dba-a71d-45b2-9865-30997aec8ba8",2025-11-07 09:40:00,"6.122448921203613","CrabTrap","O17","CrabTrapO17","3",9.58,1236,0.69,891,8.47,5.41,67.6,NA,2025-11-07 14:29:09.744,"GeneralUser.lmmp",2025-11-07 14:29:09.744,"GeneralUser.lmmp",0.75,"No","75",-90.5049638170749,30.2065951935947
1278,"82bbfe49-11ba-4e17-b078-37de95d5d412",2025-11-07 09:48:00,"6.63265323638916","CrabTrap","P17","CrabTrapP17","3",9.59,1177,0.65,849,8.49,5.35,67.9,NA,2025-11-07 14:29:10.216,"GeneralUser.lmmp",2025-11-07 14:29:10.216,"GeneralUser.lmmp",0.8,"No","100",-90.4981538560241,30.2030454576015
1279,"49dbecd9-680c-48ef-87e5-b13a2624b1ce",2025-11-07 09:53:00,"6.63265323638916","CrabTrap","Q17","CrabTrapQ17","3",9.32,1168,0.65,844,8.4,4.94,67.5,NA,2025-11-07 14:29:10.622,"GeneralUser.lmmp",2025-11-07 14:29:10.622,"GeneralUser.lmmp",0.78,"No","50",-90.4912025760859,30.1979730650783
1280,"80b55317-3924-44c6-9115-e1048e078cd7",2025-11-07 10:00:00,"6.122448921203613","CrabTrap","R17","CrabTrapR17","3",9.21,1167,0.65,847,8.37,5.01,67.2,NA,2025-11-07 14:29:11.054,"GeneralUser.lmmp",2025-11-07 14:29:11.054,"GeneralUser.lmmp",0.87,"No","75",-90.4834339767694,30.1942648272961
1281,"cec8f924-1a66-4ec7-a859-471ecf903447",2025-11-07 10:09:00,"6.122448921203613","CrabTrap","S17","CrabTrapS17","3",9.34,1180,0.66,861,8.12,5.23,66.8,NA,2025-11-07 14:29:11.463,"GeneralUser.lmmp",2025-11-07 14:29:11.463,"GeneralUser.lmmp",0.83,"No","50",-90.476889219135,30.1897798385471
1282,"9e237018-4e3c-4301-8fd9-d2f851258348",2025-11-07 10:23:00,"6.63265323638916","OtterTrawl","T17","OtterTrawlT17","3",8.56,1151,0.65,845,7.74,5.95,66.2,NA,2025-11-07 14:29:11.766,"GeneralUser.lmmp",2025-11-07 14:29:11.766,"GeneralUser.lmmp",0.71,"No","25",-90.4695394635201,30.1855452591553
1283,"1551ce70-7f4e-4b62-9fea-6667c5f6d0db",2025-11-07 10:32:00,"6.122448921203613","CrabTrap","T15","CrabTrapT15","3",8.82,1240,0.71,912,7.67,5.19,66.1,NA,2025-11-07 14:29:12.274,"GeneralUser.lmmp",2025-11-07 14:29:12.274,"GeneralUser.lmmp",0.92,"No","50",-90.4610733222216,30.1997145731002
1284,"208e0fc4-edc3-4d9b-8c10-070f56c5b750",2025-11-07 10:47:00,"2.040816307067871","CrabTrap","P14","CrabTrapP14","2",9.78,1438,0.81,1036,7.99,5.22,67.4,NA,2025-11-07 14:29:12.593,"GeneralUser.lmmp",2025-11-07 14:29:12.593,"GeneralUser.lmmp",0.88,"No","75",-90.4850649274886,30.2238283865154
1285,"da0fc822-805b-405b-8b1f-20dc2960387f",2025-11-07 11:01:00,"1.5306122303009033","CrabTrap","Q13","CrabTrapQ13","2",10.18,1498,0.82,1054,8.11,5.55,69.7,NA,2025-11-07 14:29:12.954,"GeneralUser.lmmp",2025-11-07 14:29:12.954,"GeneralUser.lmmp",0.97,"No","50",-90.4729557596147,30.2273106062785
1286,"729ca537-d41f-4d41-84f3-4e67088f8f7f",2025-11-07 11:08:00,"1.5306122303009033","CrabTrap","S12","CrabTrapS12","2",9.16,1425,0.78,1010,7.89,5.27,69.1,NA,2025-11-07 14:29:13.331,"GeneralUser.lmmp",2025-11-07 14:29:13.331,"GeneralUser.lmmp",0.8,"No","25",-90.4547523614019,30.2257200144231
